Hour,DryBulbTemp_C,RelativeHumidity_%,Pressure_kPa,WindSpeed_m/s
6439,16.04,74.93,101.3,2.5
6440,16.04,74.93,101.3,2.5
6441,16.03,74.93,101.3,2.5
6442,16.03,74.94,101.3,2.5
6443,16.03,74.94,101.3,2.5
6444,16.03,74.94,101.3,2.5
6445,16.03,74.94,101.3,2.5
6446,16.03,74.94,101.3,2.5
6447,16.03,74.94,101.3,2.5
6448,16.03,74.94,101.3,2.5
6449,16.03,74.94,101.3,2.5
6450,16.03,74.94,101.3,2.5
6451,16.03,74.94,101.3,2.5
6452,16.03,74.95,101.3,2.5
6453,16.03,74.95,101.3,2.5
6454,16.03,74.95,101.3,2.5
6455,16.03,74.95,101.3,2.5
6456,16.03,74.95,101.3,2.5
6457,16.03,74.95,101.3,2.5
6458,16.03,74.95,101.3,2.5
6459,16.03,74.95,101.3,2.5
6460,16.03,74.95,101.3,2.5
6461,16.02,74.95,101.3,2.5
6462,16.02,74.95,101.3,2.5
6463,16.02,74.96,101.3,2.5
6464,16.02,74.96,101.3,2.5
6465,16.02,74.96,101.3,2.5
6466,16.02,74.96,101.3,2.5
6467,16.02,74.96,101.3,2.5
6468,16.02,74.96,101.3,2.5
6469,16.02,74.96,101.3,2.5
6470,16.02,74.96,101.3,2.5
6471,16.02,74.96,101.3,2.5
6472,16.02,74.96,101.3,2.5
6473,16.02,74.96,101.3,2.5
6474,16.02,74.96,101.3,2.5
6475,16.02,74.96,101.3,2.5
6476,16.02,74.97,101.3,2.5
6477,16.02,74.97,101.3,2.5
6478,16.02,74.97,101.3,2.5
6479,16.02,74.97,101.3,2.5
6480,16.02,74.97,101.3,2.5
6481,16.02,74.97,101.3,2.5
6482,16.02,74.97,101.3,2.5
6483,16.02,74.97,101.3,2.5
6484,16.02,74.97,101.3,2.5
6485,16.02,74.97,101.3,2.5
6486,16.01,74.97,101.3,2.5
6487,16.01,74.97,101.3,2.5
6488,16.01,74.97,101.3,2.5
6489,16.01,74.97,101.3,2.5
6490,16.01,74.97,101.3,2.5
6491,16.01,74.98,101.3,2.5
6492,16.01,74.98,101.3,2.5
6493,16.01,74.98,101.3,2.5
6494,16.01,74.98,101.3,2.5
6495,16.01,74.98,101.3,2.5
6496,16.01,74.98,101.3,2.5
6497,16.01,74.98,101.3,2.5
6498,16.01,74.98,101.3,2.5
6499,16.01,74.98,101.3,2.5
6500,16.01,74.98,101.3,2.5
6501,16.01,74.98,101.3,2.5
6502,16.01,74.98,101.3,2.5
6503,16.01,74.98,101.3,2.5
6504,16.01,74.98,101.3,2.5
6505,16.01,74.98,101.3,2.5
6506,16.01,74.98,101.3,2.5
6507,16.01,74.98,101.3,2.5
6508,16.01,74.98,101.3,2.5
6509,16.01,74.99,101.3,2.5
6510,16.01,74.99,101.3,2.5
6511,16.01,74.99,101.3,2.5
6512,16.01,74.99,101.3,2.5
6513,16.01,74.99,101.3,2.5
6514,16.01,74.99,101.3,2.5
6515,16.01,74.99,101.3,2.5
6516,16.01,74.99,101.3,2.5
6517,16.01,74.99,101.3,2.5
6518,16.01,74.99,101.3,2.5
6519,16.01,74.99,101.3,2.5
6520,16.01,74.99,101.3,2.5
6521,16.01,74.99,101.3,2.5
6522,16,74.99,101.3,2.5
6523,16,74.99,101.3,2.5
6524,16,74.99,101.3,2.5
6525,16,74.99,101.3,2.5
6526,16,74.99,101.3,2.5
6527,16,74.99,101.3,2.5
6528,16,74.99,101.3,2.5
6529,16,74.99,101.3,2.5
6530,16,74.99,101.3,2.5
6531,16,74.99,101.3,2.5
6532,16,74.99,101.3,2.5
6533,16,74.99,101.3,2.5
6534,16,74.99,101.3,2.5
6535,16,74.99,101.3,2.5
6536,16,75,101.3,2.5
6537,16,75,101.3,2.5
6538,16,75,101.3,2.5
6539,16,75,101.3,2.5
6540,16,75,101.3,2.5
6541,16,75,101.3,2.5
6542,16,75,101.3,2.5
6543,16,75,101.3,2.5
6544,16,75,101.3,2.5
6545,16,75,101.3,2.5
6546,16,75,101.3,2.5
6547,16,75,101.3,2.5
6548,16,75,101.3,2.5
6549,16,75,101.3,2.5
6550,16,75,101.3,2.5
6551,16,75,101.3,2.5
6552,16,75,101.3,2.5
6553,16,75,101.3,2.5
6554,16,75,101.3,2.5
6555,16,75,101.3,2.5
6556,16,75,101.3,2.5
6557,16,75,101.3,2.5
6558,16,75,101.3,2.5
6559,16,75,101.3,2.5
6560,16,75,101.3,2.5
6561,16,75,101.3,2.5
6562,16,75,101.3,2.5
6563,16,75,101.3,2.5
6564,16,75,101.3,2.5
6565,16,75,101.3,2.5
6566,16,75,101.3,2.5
6567,16,75,101.3,2.5
6568,16,75,101.3,2.5
6569,16,75,101.3,2.5
6570,16,75,101.3,2.5
6571,16,75,101.3,2.5
6572,16,75,101.3,2.5
6573,16,75,101.3,2.5
6574,16,75,101.3,2.5
6575,16,75,101.3,2.5
6576,16,75,101.3,2.5
6577,16,75,101.3,2.5
6578,16,75,101.3,2.5
6579,16,75,101.3,2.5
6580,16,75,101.3,2.5
6581,16,75,101.3,2.5
6582,16,75,101.3,2.5
6583,16,75,101.3,2.5
6584,16,75,101.3,2.5
6585,16,75,101.3,2.5
6586,16,75,101.3,2.5
6587,16,75,101.3,2.5
6588,16,75,101.3,2.5
6589,16,75,101.3,2.5
6590,16,75,101.3,2.5
6591,16,75,101.3,2.5
6592,16,75,101.3,2.5
6593,16,75,101.3,2.5
6594,16,75,101.3,2.5
6595,16,75,101.3,2.5
6596,16,75,101.3,2.5
6597,16,75,101.3,2.5
6598,16,75,101.3,2.5
6599,16,75,101.3,2.5
6600,16,75,101.3,2.5
6601,16,75,101.3,2.5
6602,16,75,101.3,2.5
6603,16,75,101.3,2.5
6604,16,75,101.3,2.5
6605,16,75,101.3,2.5
6606,16,75,101.3,2.5
6607,16,74.99,101.3,2.5
6608,16,74.99,101.3,2.5
6609,16,74.99,101.3,2.5
6610,16,74.99,101.3,2.5
6611,16,74.99,101.3,2.5
6612,16,74.99,101.3,2.5
6613,16,74.99,101.3,2.5
6614,16,74.99,101.3,2.5
6615,16,74.99,101.3,2.5
6616,16,74.99,101.3,2.5
6617,16,74.99,101.3,2.5
6618,16,74.99,101.3,2.5
6619,16,74.99,101.3,2.5
6620,16,74.99,101.3,2.5
6621,16.01,74.99,101.3,2.5
6622,16.01,74.99,101.3,2.5
6623,16.01,74.99,101.3,2.5
6624,16.01,74.99,101.3,2.5
6625,16.01,74.99,101.3,2.5
6626,16.01,74.99,101.3,2.5
6627,16.01,74.99,101.3,2.5
6628,16.01,74.99,101.3,2.5
6629,16.01,74.99,101.3,2.5
6630,16.01,74.99,101.3,2.5
6631,16.01,74.99,101.3,2.5
6632,16.01,74.99,101.3,2.5
6633,16.01,74.99,101.3,2.5
6634,16.01,74.98,101.3,2.5
6635,16.01,74.98,101.3,2.5
6636,16.01,74.98,101.3,2.5
6637,16.01,74.98,101.3,2.5
6638,16.01,74.98,101.3,2.5
6639,16.01,74.98,101.3,2.5
6640,16.01,74.98,101.3,2.5
6641,16.01,74.98,101.3,2.5
6642,16.01,74.98,101.3,2.5
6643,16.01,74.98,101.3,2.5
6644,16.01,74.98,101.3,2.5
6645,16.01,74.98,101.3,2.5
6646,16.01,74.98,101.3,2.5
6647,16.01,74.98,101.3,2.5
6648,16.01,74.98,101.3,2.5
6649,16.01,74.98,101.3,2.5
6650,16.01,74.98,101.3,2.5
6651,16.01,74.98,101.3,2.5
6652,16.01,74.97,101.3,2.5
6653,16.01,74.97,101.3,2.5
6654,16.01,74.97,101.3,2.5
6655,16.01,74.97,101.3,2.5
6656,16.01,74.97,101.3,2.5
6657,16.02,74.97,101.3,2.5
6658,16.02,74.97,101.3,2.5
6659,16.02,74.97,101.3,2.5
6660,16.02,74.97,101.3,2.5
6661,16.02,74.97,101.3,2.5
6662,16.02,74.97,101.3,2.5
6663,16.02,74.97,101.3,2.5
6664,16.02,74.97,101.3,2.5
6665,16.02,74.97,101.3,2.5
6666,16.02,74.97,101.3,2.5
6667,16.02,74.96,101.3,2.5
6668,16.02,74.96,101.3,2.5
6669,16.02,74.96,101.3,2.5
6670,16.02,74.96,101.3,2.5
6671,16.02,74.96,101.3,2.5
6672,16.02,74.96,101.3,2.5
6673,16.02,74.96,101.3,2.5
6674,16.02,74.96,101.3,2.5
6675,16.02,74.96,101.3,2.5
6676,16.02,74.96,101.3,2.5
6677,16.02,74.96,101.3,2.5
6678,16.02,74.96,101.3,2.5
6679,16.02,74.96,101.3,2.5
6680,16.02,74.95,101.3,2.5
6681,16.02,74.95,101.3,2.5
6682,16.03,74.95,101.3,2.5
6683,16.03,74.95,101.3,2.5
6684,16.03,74.95,101.3,2.5
6685,16.03,74.95,101.3,2.5
6686,16.03,74.95,101.3,2.5
6687,16.03,74.95,101.3,2.5
6688,16.03,74.95,101.3,2.5
6689,16.03,74.95,101.3,2.5
6690,16.03,74.95,101.3,2.5
6691,16.03,74.94,101.3,2.5
6692,16.03,74.94,101.3,2.5
6693,16.03,74.94,101.3,2.5
6694,16.03,74.94,101.3,2.5
6695,16.03,74.94,101.3,2.5
6696,16.03,74.94,101.3,2.5
6697,16.03,74.94,101.3,2.5
6698,16.03,74.94,101.3,2.5
6699,16.03,74.94,101.3,2.5
6700,16.03,74.94,101.3,2.5
6701,16.03,74.93,101.3,2.5
6702,16.04,74.93,101.3,2.5
6703,16.04,74.93,101.3,2.5
6704,16.04,74.93,101.3,2.5
6705,16.04,74.93,101.3,2.5
6706,16.04,74.93,101.3,2.5
6707,16.04,74.93,101.3,2.5
6708,16.04,74.93,101.3,2.5
6709,16.04,74.93,101.3,2.5
6710,16.04,74.93,101.3,2.5
6711,16.04,74.92,101.3,2.5
6712,16.04,74.92,101.3,2.5
6713,16.04,74.92,101.3,2.5
6714,16.04,74.92,101.3,2.5
6715,16.04,74.92,101.3,2.5
6716,16.04,74.92,101.3,2.5
6717,16.04,74.92,101.3,2.5
6718,16.04,74.92,101.3,2.5
6719,16.05,74.92,101.3,2.5
6720,16.05,74.91,101.3,2.5
6721,16.05,74.91,101.3,2.5
6722,16.05,74.91,101.3,2.5
6723,16.05,74.91,101.3,2.5
6724,16.05,74.91,101.3,2.5
6725,16.05,74.91,101.3,2.5
6726,16.05,74.91,101.3,2.5
6727,16.05,74.91,101.3,2.5
6728,16.05,74.9,101.3,2.5
6729,16.05,74.9,101.3,2.5
6730,16.05,74.9,101.3,2.5
6731,16.05,74.9,101.3,2.5
6732,16.05,74.9,101.3,2.5
6733,16.05,74.9,101.3,2.5
6734,16.05,74.9,101.3,2.5
6735,16.06,74.9,101.3,2.5
6736,16.06,74.9,101.3,2.5
6737,16.06,74.89,101.3,2.5
6738,16.06,74.89,101.3,2.5
6739,16.06,74.89,101.3,2.5
6740,16.06,74.89,101.3,2.5
6741,16.06,74.89,101.3,2.5
6742,16.06,74.89,101.3,2.5
6743,16.06,74.89,101.3,2.5
6744,16.06,74.88,101.3,2.5
6745,16.06,74.88,101.3,2.5
6746,16.06,74.88,101.3,2.5
6747,16.06,74.88,101.3,2.5
6748,16.06,74.88,101.3,2.5
6749,16.07,74.88,101.3,2.5
6750,16.07,74.88,101.3,2.5
6751,16.07,74.88,101.3,2.5
6752,16.07,74.87,101.3,2.5
6753,16.07,74.87,101.3,2.5
6754,16.07,74.87,101.3,2.5
6755,16.07,74.87,101.3,2.5
6756,16.07,74.87,101.3,2.5
6757,16.07,74.87,101.3,2.5
6758,16.07,74.87,101.3,2.5
6759,16.07,74.86,101.3,2.5
6760,16.07,74.86,101.3,2.5
6761,16.07,74.86,101.3,2.5
6762,16.07,74.86,101.3,2.5
6763,16.08,74.86,101.3,2.5
6764,16.08,74.86,101.3,2.5
6765,16.08,74.86,101.3,2.5
6766,16.08,74.85,101.3,2.5
6767,16.08,74.85,101.3,2.5
6768,16.08,74.85,101.3,2.5
6769,16.08,74.85,101.3,2.5
6770,16.08,74.85,101.3,2.5
6771,16.08,74.85,101.3,2.5
6772,16.08,74.84,101.3,2.5
6773,16.08,74.84,101.3,2.5
6774,16.08,74.84,101.3,2.5
6775,16.09,74.84,101.3,2.5
6776,16.09,74.84,101.3,2.5
6777,16.09,74.84,101.3,2.5
6778,16.09,74.83,101.3,2.5
6779,16.09,74.83,101.3,2.5
6780,16.09,74.83,101.3,2.5
6781,16.09,74.83,101.3,2.5
6782,16.09,74.83,101.3,2.5
6783,16.09,74.83,101.3,2.5
6784,16.09,74.83,101.3,2.5
6785,16.09,74.82,101.3,2.5
6786,16.09,74.82,101.3,2.5
6787,16.1,74.82,101.3,2.5
6788,16.1,74.82,101.3,2.5
6789,16.1,74.82,101.3,2.5
6790,16.1,74.82,101.3,2.5
6791,16.1,74.81,101.3,2.5
6792,16.1,74.81,101.3,2.5
6793,16.1,74.81,101.3,2.5
6794,16.1,74.81,101.3,2.5
6795,16.1,74.81,101.3,2.5
6796,16.1,74.81,101.3,2.5
6797,16.1,74.8,101.3,2.5
6798,16.11,74.8,101.3,2.5
6799,16.11,74.8,101.3,2.5
6800,16.11,74.8,101.3,2.5
6801,16.11,74.8,101.3,2.5
6802,16.11,74.79,101.3,2.5
6803,16.11,74.79,101.3,2.5
6804,16.11,74.79,101.3,2.5
6805,16.11,74.79,101.3,2.5
6806,16.11,74.79,101.3,2.5
6807,16.11,74.79,101.3,2.5
6808,16.12,74.78,101.3,2.5
6809,16.12,74.78,101.3,2.5
6810,16.12,74.78,101.3,2.5
6811,16.12,74.78,101.3,2.5
6812,16.12,74.78,101.3,2.5
6813,16.12,74.77,101.3,2.5
6814,16.12,74.77,101.3,2.5
6815,16.12,74.77,101.3,2.5
6816,16.12,74.77,101.3,2.5
6817,16.12,74.77,101.3,2.5
6818,16.13,74.77,101.3,2.5
6819,16.13,74.76,101.3,2.5
6820,16.13,74.76,101.3,2.5
6821,16.13,74.76,101.3,2.5
6822,16.13,74.76,101.3,2.5
6823,16.13,74.76,101.3,2.5
6824,16.13,74.75,101.3,2.5
6825,16.13,74.75,101.3,2.5
6826,16.13,74.75,101.3,2.5
6827,16.13,74.75,101.3,2.5
6828,16.14,74.75,101.3,2.5
6829,16.14,74.74,101.3,2.5
6830,16.14,74.74,101.3,2.5
6831,16.14,74.74,101.3,2.5
6832,16.14,74.74,101.3,2.5
6833,16.14,74.74,101.3,2.5
6834,16.14,74.73,101.3,2.5
6835,16.14,74.73,101.3,2.5
6836,16.14,74.73,101.3,2.5
6837,16.15,74.73,101.3,2.5
6838,16.15,74.73,101.3,2.5
6839,16.15,74.72,101.3,2.5
6840,16.15,74.72,101.3,2.5
6841,16.15,74.72,101.3,2.5
6842,16.15,74.72,101.3,2.5
6843,16.15,74.72,101.3,2.5
6844,16.15,74.71,101.3,2.5
6845,16.15,74.71,101.3,2.5
6846,16.16,74.71,101.3,2.5
6847,16.16,74.71,101.3,2.5
6848,16.16,74.7,101.3,2.5
6849,16.16,74.7,101.3,2.5
6850,16.16,74.7,101.3,2.5
6851,16.16,74.7,101.3,2.5
6852,16.16,74.7,101.3,2.5
6853,16.16,74.69,101.3,2.5
6854,16.16,74.69,101.3,2.5
6855,16.17,74.69,101.3,2.5
6856,16.17,74.69,101.3,2.5
6857,16.17,74.69,101.3,2.5
6858,16.17,74.68,101.3,2.5
6859,16.17,74.68,101.3,2.5
6860,16.17,74.68,101.3,2.5
6861,16.17,74.68,101.3,2.5
6862,16.17,74.67,101.3,2.5
6863,16.17,74.67,101.3,2.5
6864,16.18,74.67,101.3,2.5
6865,16.18,74.67,101.3,2.5
6866,16.18,74.67,101.3,2.5
6867,16.18,74.66,101.3,2.5
6868,16.18,74.66,101.3,2.5
6869,16.18,74.66,101.3,2.5
6870,16.18,74.66,101.3,2.5
6871,16.18,74.65,101.3,2.5
6872,16.19,74.65,101.3,2.5
6873,16.19,74.65,101.3,2.5
6874,16.19,74.65,101.3,2.5
6875,16.19,74.64,101.3,2.5
6876,16.19,74.64,101.3,2.5
6877,16.19,74.64,101.3,2.5
6878,16.19,74.64,101.3,2.5
6879,16.19,74.64,101.3,2.5
6880,16.2,74.63,101.3,2.5
6881,16.2,74.63,101.3,2.5
6882,16.2,74.63,101.3,2.5
6883,16.2,74.63,101.3,2.5
6884,16.2,74.62,101.3,2.5
6885,16.2,74.62,101.3,2.5
6886,16.2,74.62,101.3,2.5
6887,16.2,74.62,101.3,2.5
6888,16.21,74.61,101.3,2.5
6889,16.21,74.61,101.3,2.5
6890,16.21,74.61,101.3,2.5
6891,16.21,74.61,101.3,2.5
6892,16.21,74.6,101.3,2.5
6893,16.21,74.6,101.3,2.5
6894,16.21,74.6,101.3,2.5
6895,16.22,74.6,101.3,2.5
6896,16.22,74.59,101.3,2.5
6897,16.22,74.59,101.3,2.5
6898,16.22,74.59,101.3,2.5
6899,16.22,74.59,101.3,2.5
6900,16.22,74.58,101.3,2.5
6901,16.22,74.58,101.3,2.5
6902,16.22,74.58,101.3,2.5
6903,16.23,74.58,101.3,2.5
6904,16.23,74.57,101.3,2.5
6905,16.23,74.57,101.3,2.5
6906,16.23,74.57,101.3,2.5
6907,16.23,74.57,101.3,2.5
6908,16.23,74.56,101.3,2.5
6909,16.23,74.56,101.3,2.5
6910,16.24,74.56,101.3,2.5
6911,16.24,74.56,101.3,2.5
6912,16.24,74.55,101.3,2.5
6913,16.24,74.55,101.3,2.5
6914,16.24,74.55,101.3,2.5
6915,16.24,74.55,101.3,2.5
6916,16.24,74.54,101.3,2.5
6917,16.25,74.54,101.3,2.5
6918,16.25,74.54,101.3,2.5
6919,16.25,74.54,101.3,2.5
6920,16.25,74.53,101.3,2.5
6921,16.25,74.53,101.3,2.5
6922,16.25,74.53,101.3,2.5
6923,16.25,74.52,101.3,2.5
6924,16.26,74.52,101.3,2.5
6925,16.26,74.52,101.3,2.5
6926,16.26,74.52,101.3,2.5
6927,16.26,74.51,101.3,2.5
6928,16.26,74.51,101.3,2.5
6929,16.26,74.51,101.3,2.5
6930,16.26,74.51,101.3,2.5
6931,16.27,74.5,101.3,2.5
6932,16.27,74.5,101.3,2.5
6933,16.27,74.5,101.3,2.5
6934,16.27,74.49,101.3,2.5
6935,16.27,74.49,101.3,2.5
6936,16.27,74.49,101.3,2.5
6937,16.27,74.49,101.3,2.5
6938,16.28,74.48,101.3,2.5
6939,16.28,74.48,101.3,2.5
6940,16.28,74.48,101.3,2.5
6941,16.28,74.47,101.3,2.5
6942,16.28,74.47,101.3,2.5
6943,16.28,74.47,101.3,2.5
6944,16.28,74.47,101.3,2.5
6945,16.29,74.46,101.3,2.5
6946,16.29,74.46,101.3,2.5
6947,16.29,74.46,101.3,2.5
6948,16.29,74.45,101.3,2.5
6949,16.29,74.45,101.3,2.5
6950,16.29,74.45,101.3,2.5
6951,16.3,74.45,101.3,2.5
6952,16.3,74.44,101.3,2.5
6953,16.3,74.44,101.3,2.5
6954,16.3,74.44,101.3,2.5
6955,16.3,74.43,101.3,2.5
6956,16.3,74.43,101.3,2.5
6957,16.3,74.43,101.3,2.5
6958,16.31,74.43,101.3,2.5
6959,16.31,74.42,101.3,2.5
6960,16.31,74.42,101.3,2.5
6961,16.31,74.42,101.3,2.5
6962,16.31,74.41,101.3,2.5
6963,16.31,74.41,101.3,2.5
6964,16.32,74.41,101.3,2.5
6965,16.32,74.41,101.3,2.5
6966,16.32,74.4,101.3,2.5
6967,16.32,74.4,101.3,2.5
6968,16.32,74.4,101.3,2.5
6969,16.32,74.39,101.3,2.5
6970,16.33,74.39,101.3,2.5
6971,16.33,74.39,101.3,2.5
6972,16.33,74.38,101.3,2.5
6973,16.33,74.38,101.3,2.5
6974,16.33,74.38,101.3,2.5
6975,16.33,74.37,101.3,2.5
6976,16.34,74.37,101.3,2.5
6977,16.34,74.37,101.3,2.5
6978,16.34,74.37,101.3,2.5
6979,16.34,74.36,101.3,2.5
6980,16.34,74.36,101.3,2.5
6981,16.34,74.36,101.3,2.5
6982,16.35,74.35,101.3,2.5
6983,16.35,74.35,101.3,2.5
6984,16.35,74.35,101.3,2.5
6985,16.35,74.34,101.3,2.5
6986,16.35,74.34,101.3,2.5
6987,16.35,74.34,101.3,2.5
6988,16.36,74.33,101.3,2.5
6989,16.36,74.33,101.3,2.5
6990,16.36,74.33,101.3,2.5
6991,16.36,74.32,101.3,2.5
6992,16.36,74.32,101.3,2.5
6993,16.36,74.32,101.3,2.5
6994,16.37,74.31,101.3,2.5
6995,16.37,74.31,101.3,2.5
6996,16.37,74.31,101.3,2.5
6997,16.37,74.31,101.3,2.5
6998,16.37,74.3,101.3,2.5
6999,16.37,74.3,101.3,2.5
7000,16.38,74.3,101.3,2.5
7001,16.38,74.29,101.3,2.5
7002,16.38,74.29,101.3,2.5
7003,16.38,74.29,101.3,2.5
7004,16.38,74.28,101.3,2.5
7005,16.38,74.28,101.3,2.5
7006,16.39,74.28,101.3,2.5
7007,16.39,74.27,101.3,2.5
7008,16.39,74.27,101.3,2.5
7009,16.39,74.27,101.3,2.5
7010,16.39,74.26,101.3,2.5
7011,16.4,74.26,101.3,2.5
7012,16.4,74.26,101.3,2.5
7013,16.4,74.25,101.3,2.5
7014,16.4,74.25,101.3,2.5
7015,16.4,74.25,101.3,2.5
7016,16.4,74.24,101.3,2.5
7017,16.41,74.24,101.3,2.5
7018,16.41,74.24,101.3,2.5
7019,16.41,74.23,101.3,2.5
7020,16.41,74.23,101.3,2.5
7021,16.41,74.23,101.3,2.5
7022,16.41,74.22,101.3,2.5
7023,16.42,74.22,101.3,2.5
7024,16.42,74.22,101.3,2.5
7025,16.42,74.21,101.3,2.5
7026,16.42,74.21,101.3,2.5
7027,16.42,74.2,101.3,2.5
7028,16.43,74.2,101.3,2.5
7029,16.43,74.2,101.3,2.5
7030,16.43,74.19,101.3,2.5
7031,16.43,74.19,101.3,2.5
7032,16.43,74.19,101.3,2.5
7033,16.44,74.18,101.3,2.5
7034,16.44,74.18,101.3,2.5
7035,16.44,74.18,101.3,2.5
7036,16.44,74.17,101.3,2.5
7037,16.44,74.17,101.3,2.5
7038,16.44,74.17,101.3,2.5
7039,16.45,74.16,101.3,2.5
7040,16.45,74.16,101.3,2.5
7041,16.45,74.16,101.3,2.5
7042,16.45,74.15,101.3,2.5
7043,16.45,74.15,101.3,2.5
7044,16.46,74.15,101.3,2.5
7045,16.46,74.14,101.3,2.5
7046,16.46,74.14,101.3,2.5
7047,16.46,74.13,101.3,2.5
7048,16.46,74.13,101.3,2.5
7049,16.47,74.13,101.3,2.5
7050,16.47,74.12,101.3,2.5
7051,16.47,74.12,101.3,2.5
7052,16.47,74.12,101.3,2.5
7053,16.47,74.11,101.3,2.5
7054,16.48,74.11,101.3,2.5
7055,16.48,74.11,101.3,2.5
7056,16.48,74.1,101.3,2.5
7057,16.48,74.1,101.3,2.5
7058,16.48,74.09,101.3,2.5
7059,16.49,74.09,101.3,2.5
7060,16.49,74.09,101.3,2.5
7061,16.49,74.08,101.3,2.5
7062,16.49,74.08,101.3,2.5
7063,16.49,74.08,101.3,2.5
7064,16.49,74.07,101.3,2.5
7065,16.5,74.07,101.3,2.5
7066,16.5,74.06,101.3,2.5
7067,16.5,74.06,101.3,2.5
7068,16.5,74.06,101.3,2.5
7069,16.5,74.05,101.3,2.5
7070,16.51,74.05,101.3,2.5
7071,16.51,74.05,101.3,2.5
7072,16.51,74.04,101.3,2.5
7073,16.51,74.04,101.3,2.5
7074,16.52,74.03,101.3,2.5
7075,16.52,74.03,101.3,2.5
7076,16.52,74.03,101.3,2.5
7077,16.52,74.02,101.3,2.5
7078,16.52,74.02,101.3,2.5
7079,16.53,74.02,101.3,2.5
7080,16.53,74.01,101.3,2.5
7081,16.53,74.01,101.3,2.5
7082,16.53,74,101.3,2.5
7083,16.53,74,101.3,2.5
7084,16.54,74,101.3,2.5
7085,16.54,73.99,101.3,2.5
7086,16.54,73.99,101.3,2.5
7087,16.54,73.98,101.3,2.5
7088,16.54,73.98,101.3,2.5
7089,16.55,73.98,101.3,2.5
7090,16.55,73.97,101.3,2.5
7091,16.55,73.97,101.3,2.5
7092,16.55,73.96,101.3,2.5
7093,16.55,73.96,101.3,2.5
7094,16.56,73.96,101.3,2.5
7095,16.56,73.95,101.3,2.5
7096,16.56,73.95,101.3,2.5
7097,16.56,73.95,101.3,2.5
7098,16.56,73.94,101.3,2.5
7099,16.57,73.94,101.3,2.5
7100,16.57,73.93,101.3,2.5
7101,16.57,73.93,101.3,2.5
7102,16.57,73.93,101.3,2.5
7103,16.58,73.92,101.3,2.5
7104,16.58,73.92,101.3,2.5
7105,16.58,73.91,101.3,2.5
7106,16.58,73.91,101.3,2.5
7107,16.58,73.91,101.3,2.5
7108,16.59,73.9,101.3,2.5
7109,16.59,73.9,101.3,2.5
7110,16.59,73.89,101.3,2.5
7111,16.59,73.89,101.3,2.5
7112,16.59,73.88,101.3,2.5
7113,16.6,73.88,101.3,2.5
7114,16.6,73.88,101.3,2.5
7115,16.6,73.87,101.3,2.5
7116,16.6,73.87,101.3,2.5
7117,16.61,73.86,101.3,2.5
7118,16.61,73.86,101.3,2.5
7119,16.61,73.86,101.3,2.5
7120,16.61,73.85,101.3,2.5
7121,16.61,73.85,101.3,2.5
7122,16.62,73.84,101.3,2.5
7123,16.62,73.84,101.3,2.5
7124,16.62,73.84,101.3,2.5
7125,16.62,73.83,101.3,2.5
7126,16.63,73.83,101.3,2.5
7127,16.63,73.82,101.3,2.5
7128,16.63,73.82,101.3,2.5
7129,16.63,73.81,101.3,2.5
7130,16.63,73.81,101.3,2.5
7131,16.64,73.81,101.3,2.5
7132,16.64,73.8,101.3,2.5
7133,16.64,73.8,101.3,2.5
7134,16.64,73.79,101.3,2.5
7135,16.65,73.79,101.3,2.5
7136,16.65,73.79,101.3,2.5
7137,16.65,73.78,101.3,2.5
7138,16.65,73.78,101.3,2.5
7139,16.65,73.77,101.3,2.5
7140,16.66,73.77,101.3,2.5
7141,16.66,73.76,101.3,2.5
7142,16.66,73.76,101.3,2.5
7143,16.66,73.76,101.3,2.5
7144,16.67,73.75,101.3,2.5
7145,16.67,73.75,101.3,2.5
7146,16.67,73.74,101.3,2.5
7147,16.67,73.74,101.3,2.5
7148,16.68,73.73,101.3,2.5
7149,16.68,73.73,101.3,2.5
7150,16.68,73.72,101.3,2.5
7151,16.68,73.72,101.3,2.5
7152,16.68,73.72,101.3,2.5
7153,16.69,73.71,101.3,2.5
7154,16.69,73.71,101.3,2.5
7155,16.69,73.7,101.3,2.5
7156,16.69,73.7,101.3,2.5
7157,16.7,73.69,101.3,2.5
7158,16.7,73.69,101.3,2.5
7159,16.7,73.69,101.3,2.5
7160,16.7,73.68,101.3,2.5
7161,16.71,73.68,101.3,2.5
7162,16.71,73.67,101.3,2.5
7163,16.71,73.67,101.3,2.5
7164,16.71,73.66,101.3,2.5
7165,16.72,73.66,101.3,2.5
7166,16.72,73.65,101.3,2.5
7167,16.72,73.65,101.3,2.5
7168,16.72,73.65,101.3,2.5
7169,16.72,73.64,101.3,2.5
7170,16.73,73.64,101.3,2.5
7171,16.73,73.63,101.3,2.5
7172,16.73,73.63,101.3,2.5
7173,16.73,73.62,101.3,2.5
7174,16.74,73.62,101.3,2.5
7175,16.74,73.61,101.3,2.5
7176,16.74,73.61,101.3,2.5
7177,16.74,73.61,101.3,2.5
7178,16.75,73.6,101.3,2.5
7179,16.75,73.6,101.3,2.5
7180,16.75,73.59,101.3,2.5
7181,16.75,73.59,101.3,2.5
7182,16.76,73.58,101.3,2.5
7183,16.76,73.58,101.3,2.5
7184,16.76,73.57,101.3,2.5
7185,16.76,73.57,101.3,2.5
7186,16.77,73.56,101.3,2.5
7187,16.77,73.56,101.3,2.5
7188,16.77,73.55,101.3,2.5
7189,16.77,73.55,101.3,2.5
7190,16.78,73.55,101.3,2.5
